airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air Asia,2019-06-09,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,13470
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,No Info,19828
Multiple Carriers,2019-03-06,Delhi,Cochin,06:00:00,15:30:00,570,1.0,No Info,15147
Indigo,2019-03-24,Banglore,New Delhi,00:40:00,03:25:00,165,0.0,No Info,4238
Air India,2019-06-24,Delhi,Cochin,03:50:00,19:15:00,925,1.0,No Info,8669
Indigo,2019-04-03,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Indigo,2019-03-21,Delhi,Cochin,08:35:00,22:20:00,825,1.0,No Info,6790
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,05:05:00,900,1.0,No Info,14815
Air India,2019-05-18,Kolkata,Banglore,09:25:00,18:20:00,535,2.0,No Info,8366
Spicejet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,4812
Indigo,2019-06-09,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4591
Indigo,2019-06-12,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,3419
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,18:50:00,535,1.0,No Info,17024
Indigo,2019-04-15,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,4284
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,7787
Indigo,2019-04-24,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Indigo,2019-03-27,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,6628
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,No Info,15554
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,12898
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,10539
Air India,2019-03-12,Banglore,New Delhi,06:45:00,23:15:00,990,1.0,No Info,11602
Indigo,2019-06-15,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No Info,12557
Indigo,2019-03-27,Delhi,Cochin,09:10:00,21:00:00,710,1.0,No Info,10351
Jet Airways,2019-06-12,Delhi,Cochin,09:25:00,12:35:00,1630,2.0,No Info,13882
Air India,2019-03-01,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,6092
Air India,2019-03-01,Banglore,New Delhi,08:50:00,09:25:00,1475,2.0,No Info,25430
Jet Airways,2019-05-21,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,12898
Air Asia,2019-03-27,Delhi,Cochin,16:45:00,22:15:00,330,1.0,No Info,6151
Vistara,2019-03-24,Banglore,New Delhi,12:00:00,14:40:00,160,0.0,No Info,7608
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No Info,2017
Spicejet,2019-05-01,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No Info,4649
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,13292
Air India,2019-05-24,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6528
Jet Airways,2019-03-18,Mumbai,Hyderabad,02:55:00,04:25:00,90,0.0,No Info,5678
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No Info,15129
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No Info,9397
Jet Airways,2019-03-06,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Jet Airways,2019-06-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,8016
Air India,2019-03-12,Mumbai,Hyderabad,10:05:00,19:10:00,545,2.0,No Info,9736
Indigo,2019-04-21,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No Info,13941
Indigo,2019-05-03,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,3943
Jet Airways,2019-06-12,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,In-flight meal not included,10262
Jet Airways,2019-05-09,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,12373
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No Info,15129
Jet Airways,2019-06-15,Delhi,Cochin,11:45:00,12:35:00,1490,2.0,No Info,13882
Air India,2019-05-12,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,5228
Indigo,2019-03-27,Delhi,Cochin,07:45:00,13:40:00,355,1.0,No Info,4832
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,13587
Air India,2019-06-01,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,15481
Multiple Carriers,2019-06-12,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,6795
Air India,2019-06-12,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,11732
Air India,2019-03-03,Delhi,Cochin,04:00:00,07:40:00,1660,1.0,No Info,14462
Multiple Carriers,2019-06-12,Delhi,Cochin,11:35:00,21:00:00,565,3.0,No Info,15629
Indigo,2019-06-27,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Indigo,2019-04-03,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No Info,5021
Air India,2019-06-24,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,11972
Goair,2019-05-18,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,4239
Air India,2019-05-06,Kolkata,Banglore,14:35:00,15:20:00,1485,1.0,No Info,6528
Air India,2019-03-06,Mumbai,Hyderabad,13:30:00,16:55:00,205,2.0,No Info,18797
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,12:00:00,1315,1.0,No Info,14388
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14714
Multiple Carriers,2019-06-01,Delhi,Cochin,03:50:00,19:00:00,910,1.0,No Info,12192
Multiple Carriers,2019-06-15,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,12192
Air India,2019-06-06,Kolkata,Banglore,09:50:00,23:15:00,805,2.0,No Info,14960
Indigo,2019-03-21,Delhi,Cochin,09:10:00,01:35:00,985,1.0,No Info,8765
Indigo,2019-05-12,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Indigo,2019-06-06,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Air India,2019-06-12,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,8669
Jet Airways,2019-06-27,Delhi,Cochin,19:45:00,12:35:00,1010,1.0,In-flight meal not included,10262
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Jet Airways,2019-05-21,Banglore,Delhi,15:50:00,18:45:00,175,0.0,In-flight meal not included,3359
Indigo,2019-05-12,Kolkata,Banglore,18:05:00,23:30:00,325,1.0,No Info,6218
Indigo,2019-06-27,Kolkata,Banglore,20:25:00,23:10:00,165,0.0,No Info,4804
Air India,2019-06-09,Kolkata,Banglore,16:45:00,21:05:00,1700,1.0,No Info,7662
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,12:00:00,1145,1.0,No Info,14231
Indigo,2019-06-03,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6386
Air India,2019-05-15,Kolkata,Banglore,17:30:00,20:25:00,1615,1.0,No Info,10203
Multiple Carriers,2019-03-09,Delhi,Cochin,07:05:00,21:20:00,855,2.0,No Info,8620
Multiple Carriers,2019-05-21,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,7888
Indigo,2019-04-24,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4804
Spicejet,2019-03-01,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,7298
Indigo,2019-06-06,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Indigo,2019-06-03,Banglore,Delhi,00:25:00,03:15:00,170,0.0,No Info,3943
Vistara,2019-05-06,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No Info,4878
Indigo,2019-04-09,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Multiple Carriers,2019-06-15,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No Info,6795
Indigo,2019-06-15,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No Info,6147
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,10539
Jet Airways,2019-06-03,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,12898
Spicejet,2019-03-27,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3815
Spicejet,2019-05-21,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,19:00:00,845,1.0,No Info,10678
Indigo,2019-06-01,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Indigo,2019-06-27,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,5684
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,08:15:00,1235,1.0,No Info,12284
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,23:25:00,385,1.0,No Info,9345
Indigo,2019-05-06,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,No Info,13044
Air Asia,2019-06-06,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4508
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,14676
Indigo,2019-06-15,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Air India,2019-05-15,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,8839
Air India,2019-05-27,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,3100
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,10:45:00,710,1.0,In-flight meal not included,11087
Jet Airways,2019-03-21,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,8040
Air India,2019-05-06,Kolkata,Banglore,19:00:00,04:40:00,580,1.0,No Info,6117
Jet Airways,2019-06-09,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,8355
Jet Airways,2019-05-24,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Air India,2019-06-06,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No Info,10991
Indigo,2019-03-15,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,No Info,8033
Vistara,2019-05-06,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,4668
Air India,2019-06-24,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10975
Goair,2019-06-18,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,3419
Indigo,2019-04-15,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,4423
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,7438
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,No Info,13731
Air Asia,2019-05-06,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4409
Multiple Carriers,2019-06-06,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Spicejet,2019-06-24,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Indigo,2019-05-15,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Multiple Carriers,2019-05-21,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,16655
Jet Airways,2019-06-06,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,14714
Multiple Carriers,2019-03-03,Delhi,Cochin,17:50:00,01:35:00,465,2.0,No Info,24528
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,8266
Spicejet,2019-05-01,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,4991
Jet Airways,2019-06-12,Delhi,Cochin,18:20:00,12:35:00,1095,2.0,No Info,14300
Air India,2019-06-03,Delhi,Cochin,17:40:00,09:35:00,955,1.0,No Info,7258
Air India,2019-05-06,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,10151
Jet Airways,2019-06-24,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769
Jet Airways,2019-05-06,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4030
Air India,2019-05-09,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10703
Air India,2019-03-01,Delhi,Cochin,04:00:00,07:40:00,1660,1.0,No Info,28322
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,No Info,10929
Vistara,2019-06-01,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,4878
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,In-flight meal not included,10844
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,20:45:00,1485,1.0,No Info,14388
Jet Airways,2019-06-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No Info,6795
Indigo,2019-03-06,Delhi,Cochin,06:40:00,22:20:00,940,1.0,No Info,6442
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3384
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,20:20:00,1440,1.0,No Info,9345
Air Asia,2019-06-21,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,3807
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Indigo,2019-03-27,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3384
Spicejet,2019-03-21,Banglore,New Delhi,10:20:00,18:15:00,475,1.0,No Info,7139
Air India,2019-05-21,Kolkata,Banglore,10:00:00,23:15:00,795,1.0,No Info,11936
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,9794
Air India,2019-03-01,Delhi,Cochin,23:00:00,19:15:00,1215,1.0,No Info,27430
Air Asia,2019-05-21,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,5192
Indigo,2019-03-03,Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,14871
Indigo,2019-05-21,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No Info,3574
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,14714
Multiple Carriers,2019-03-27,Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,12327
Indigo,2019-06-12,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,6093
Spicejet,2019-06-15,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No Info,3873
Spicejet,2019-03-18,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No Info,4465
Air India,2019-05-06,Kolkata,Banglore,17:30:00,08:55:00,925,1.0,No Info,10203
Jet Airways,2019-03-09,Delhi,Cochin,18:15:00,18:50:00,1475,1.0,No Info,16289
Air India,2019-05-18,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,8372
Air Asia,2019-06-06,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,7120
Air Asia,2019-04-12,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,7080
Jet Airways,2019-06-06,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,14714
Air Asia,2019-03-24,Kolkata,Banglore,15:25:00,22:55:00,450,2.0,No Info,11245
Indigo,2019-06-09,Kolkata,Banglore,15:15:00,20:30:00,315,1.0,No Info,5380
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,19:40:00,1435,1.0,No Info,13759
Goair,2019-06-09,Delhi,Cochin,05:55:00,13:35:00,460,1.0,No Info,5199
Vistara,2019-03-01,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No Info,21730
Goair,2019-04-01,Kolkata,Banglore,16:40:00,00:15:00,455,1.0,No Info,5171
Jet Airways,2019-05-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,15078
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,15:15:00,495,1.0,No Info,12284
Multiple Carriers,2019-03-21,Delhi,Cochin,06:40:00,18:50:00,730,1.0,No Info,13568
Air Asia,2019-04-15,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,5192
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No Info,9922
Jet Airways,2019-04-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Indigo,2019-04-01,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,4174
Air India,2019-06-15,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6961
Air India,2019-03-21,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5674
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,No Info,14714
Indigo,2019-05-27,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Air India,2019-03-06,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,13748
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,16:10:00,435,1.0,In-flight meal not included,7832
Indigo,2019-05-06,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4804
Indigo,2019-05-06,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,4284
Air Asia,2019-03-03,Banglore,New Delhi,05:50:00,08:40:00,170,0.0,No Info,7074
Air India,2019-06-09,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No Info,7171
Jet Airways,2019-05-27,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4030
Spicejet,2019-06-24,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,18:15:00,1690,1.0,No Info,13584
Multiple Carriers,2019-05-18,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,8476
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No Info,11467
Multiple Carriers,2019-03-27,Delhi,Cochin,19:00:00,01:35:00,395,1.0,No Info,7845
Air India,2019-05-06,Kolkata,Banglore,16:45:00,08:55:00,970,2.0,No Info,13227
Spicejet,2019-05-27,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Indigo,2019-06-18,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Indigo,2019-05-21,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3625
Air India,2019-03-03,Banglore,New Delhi,05:50:00,22:10:00,2420,2.0,No Info,11791
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,12373
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,08:15:00,1090,1.0,No Info,14388
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,14781
Jet Airways,2019-06-24,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,13376
Air India,2019-06-15,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,12646
Jet Airways,2019-04-24,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,6144
Indigo,2019-05-24,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3419
Air India,2019-03-18,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,2050
Air India,2019-06-18,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,5201
Multiple Carriers,2019-06-15,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7408
Indigo,2019-03-27,Delhi,Cochin,15:00:00,01:35:00,635,1.0,No Info,8075
Air India,2019-06-09,Delhi,Cochin,20:00:00,19:15:00,1395,1.0,No Info,8372
Air Asia,2019-06-21,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,3807
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,13364
Jet Airways,2019-03-27,Delhi,Cochin,15:05:00,04:25:00,800,1.0,No Info,12242
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,20:20:00,1440,1.0,No Info,8085
Jet Airways,2019-05-27,Delhi,Cochin,20:00:00,04:25:00,505,2.0,No Info,16263
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,15544
Indigo,2019-05-18,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,No Info,14781
Jet Airways,2019-06-21,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,5769
Air Asia,2019-05-24,Kolkata,Banglore,15:10:00,23:30:00,500,2.0,No Info,5192
Air India,2019-03-12,Banglore,New Delhi,07:30:00,11:05:00,1655,2.0,No Info,11602
Jet Airways,2019-05-03,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Indigo,2019-06-27,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Indigo,2019-03-09,Banglore,New Delhi,16:55:00,21:50:00,295,1.0,No Info,4259
Jet Airways,2019-06-27,Delhi,Cochin,12:15:00,19:00:00,1845,2.0,No Info,14300
Jet Airways,2019-04-27,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,15:15:00,1995,2.0,No Info,14219
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,8930
Air India,2019-05-21,Kolkata,Banglore,14:30:00,23:15:00,525,2.0,No Info,15107
Multiple Carriers,2019-05-21,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,14067
Multiple Carriers,2019-03-03,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,8552
Jet Airways,2019-05-27,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,12898
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No check-in baggage included,5469
Air India,2019-03-09,Delhi,Cochin,04:00:00,07:40:00,1660,1.0,No Info,10315
Indigo,2019-05-09,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No Info,14781
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,8586
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,12:35:00,825,1.0,No Info,14714
Multiple Carriers,2019-06-12,Delhi,Cochin,04:55:00,19:15:00,860,1.0,No Info,7155
Spicejet,2019-05-06,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,4174
Indigo,2019-06-06,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No Info,6116
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,2228
Multiple Carriers,2019-06-09,Delhi,Cochin,10:20:00,21:00:00,640,1.0,No Info,7005
Vistara,2019-04-24,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,5403
Air India,2019-05-03,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5510
Vistara,2019-06-15,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3687
Jet Airways,2019-05-18,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Jet Airways,2019-06-27,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,6478
Goair,2019-06-09,Delhi,Cochin,07:30:00,13:35:00,365,1.0,No Info,6276
Vistara,2019-04-06,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,5613
Air India,2019-03-21,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,9706
Spicejet,2019-06-03,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,3971
Air India,2019-04-01,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No Info,9258
Air India,2019-06-15,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,13591
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,10262
Air India,2019-06-01,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No Info,8907
Air Asia,2019-05-09,Kolkata,Banglore,06:50:00,10:30:00,220,1.0,No Info,5162
Jet Airways,2019-06-12,Delhi,Cochin,18:25:00,12:35:00,1090,2.0,No Info,14237
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,10:45:00,865,1.0,No Info,9187
Indigo,2019-06-24,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,8586
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,No Info,13941
Jet Airways,2019-06-01,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,8016
Indigo,2019-06-24,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No Info,17493
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,In-flight meal not included,9663
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,19:25:00,2245,2.0,No Info,13904
Air India,2019-06-12,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,8372
Indigo,2019-06-03,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Multiple Carriers,2019-06-01,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,9646
Indigo,2019-06-09,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5601
Air India,2019-06-03,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,10467
Multiple Carriers,2019-06-09,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,7408
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Spicejet,2019-04-06,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,In-flight meal not included,10844
Air India,2019-06-12,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No Info,8907
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,In-flight meal not included,10539
